x;maxQ;maxQm10;maxQp10;maxQp20
1.748;0.25049;0.377665;0.0869567;0.0160428
1.75;0.25046;0.377702;0.0869528;0.0160425
1.752;0.250434;0.377372;0.086951;0.0160426
1.754;0.250427;0.377148;0.0869502;0.016043
1.756;0.250432;0.377069;0.0869504;0.0160438
1.758;0.250439;0.377059;0.086951;0.0160452
1.76;0.250449;0.377041;0.0869516;0.0160463
1.762;0.250458;0.376952;0.0869523;0.0160468
1.764;0.250448;0.376943;0.086951;0.016047
1.766;0.250419;0.376963;0.086946;0.0160461
1.768;0.25038;0.376708;0.0869373;0.0160439
1.77;0.250323;0.376646;0.0869242;0.0160404
1.772;0.250281;0.377148;0.086908;0.016036
1.774;0.250274;0.377256;0.0868905;0.0160312
1.776;0.250275;0.376757;0.0868744;0.0160267
1.778;0.250286;0.376514;0.0868616;0.0160225
1.78;0.250309;0.376597;0.0868523;0.0160185
1.782;0.250337;0.376674;0.0868478;0.0160162
1.784;0.250359;0.376627;0.0868486;0.016016
1.786;0.250372;0.376631;0.0868531;0.016017
1.788;0.250364;0.376818;0.0868594;0.0160192
1.79;0.250326;0.376813;0.0868647;0.0160224
1.792;0.250277;0.376582;0.0868672;0.0160241
1.794;0.250231;0.376452;0.0868651;0.0160239
1.796;0.250205;0.376428;0.0868576;0.0160224
1.798;0.250203;0.376421;0.0868453;0.0160195
1.8;0.250216;0.376379;0.0868306;0.0160156
1.802;0.250239;0.376426;0.0868157;0.0160114
1.804;0.250262;0.376485;0.0868029;0.0160072
1.806;0.250281;0.376364;0.0867933;0.0160036
1.808;0.250294;0.376175;0.0867868;0.0160006
1.81;0.250289;0.37638;0.0867855;0.0159981
1.812;0.250267;0.375883;0.0867888;0.0159961
1.814;0.250259;0.374915;0.0867933;0.0159944
1.816;0.250267;0.376277;0.0867988;0.0159939
1.818;0.250277;0.377663;0.0868075;0.0159952
1.82;0.250283;0.376648;0.0868207;0.0159985
1.822;0.250269;0.374619;0.0868353;0.0160029
1.824;0.250245;0.374549;0.086847;0.0160053
1.826;0.25024;0.37699;0.0868535;0.016005
1.828;0.250251;0.379841;0.0868513;0.0160035
1.83;0.250266;0.378983;0.0868416;0.016001
1.832;0.250274;0.373245;0.0868291;0.0159979
1.834;0.250265;0.371839;0.0868149;0.0159941
1.836;0.250233;0.376082;0.0867997;0.0159897
1.838;0.250186;0.377357;0.0867848;0.015985
1.84;0.250162;0.375795;0.0867718;0.0159806
1.842;0.25017;0.375902;0.086761;0.0159769
1.844;0.250196;0.376484;0.0867541;0.0159745
1.846;0.25024;0.376069;0.0867538;0.0159743
1.848;0.250288;0.375613;0.0867602;0.0159761
1.85;0.2503;0.375297;0.0867701;0.0159778
1.852;0.250265;0.375651;0.08678;0.0159782
1.854;0.250211;0.37611;0.0867869;0.0159767
1.856;0.250145;0.375102;0.0867843;0.0159724
1.858;0.250088;0.374708;0.0867726;0.0159664
1.86;0.250087;0.376344;0.0867579;0.0159606
1.862;0.250117;0.377112;0.0867447;0.0159568
1.864;0.250134;0.376264;0.0867385;0.0159557
1.866;0.250131;0.375492;0.0867407;0.0159557
1.868;0.250116;0.375197;0.0867466;0.0159553
1.87;0.250107;0.375329;0.086751;0.0159539
1.872;0.250114;0.375392;0.0867526;0.0159516
1.874;0.250116;0.375708;0.0867501;0.0159491
1.876;0.2501;0.376201;0.0867444;0.0159466
1.878;0.250069;0.375738;0.0867377;0.0159444
1.88;0.250028;0.375229;0.0867302;0.0159422
1.882;0.249985;0.375449;0.0867224;0.0159401
1.884;0.24996;0.375505;0.0867146;0.0159381
1.886;0.249958;0.375369;0.0867074;0.0159362
1.888;0.249963;0.375395;0.0867013;0.0159346
1.89;0.249968;0.375429;0.0866966;0.0159332
1.892;0.249965;0.375468;0.0866932;0.0159319
1.894;0.249946;0.375534;0.0866902;0.0159306
1.896;0.249917;0.375467;0.0866869;0.0159289
1.898;0.249891;0.375186;0.0866825;0.0159267
1.9;0.249867;0.375013;0.086677;0.0159241
1.902;0.249849;0.375114;0.0866707;0.0159213
1.904;0.249845;0.375244;0.0866643;0.0159184
1.906;0.249843;0.375318;0.0866582;0.0159154
1.908;0.249845;0.375344;0.0866524;0.0159133
1.91;0.249846;0.375261;0.086649;0.0159123
1.912;0.249833;0.375105;0.0866487;0.0159124
1.914;0.249807;0.375033;0.0866514;0.0159135
1.916;0.249772;0.375065;0.0866567;0.0159155
1.918;0.24973;0.375041;0.0866623;0.0159182
1.92;0.249688;0.375052;0.0866665;0.0159199
1.922;0.249653;0.375187;0.086669;0.01592
1.924;0.249626;0.375173;0.0866659;0.0159189
1.926;0.249605;0.37499;0.0866566;0.0159164
1.928;0.249589;0.374978;0.086644;0.0159128
1.93;0.249576;0.375053;0.0866292;0.015909
1.932;0.249562;0.374943;0.0866145;0.0159053
1.934;0.249545;0.374859;0.0866016;0.0159021
1.936;0.249525;0.374922;0.0865913;0.0158994
1.938;0.249504;0.37494;0.0865837;0.0158973
1.94;0.249486;0.374888;0.0865783;0.0158959
1.942;0.249469;0.375038;0.0865746;0.0158954
1.944;0.249448;0.375041;0.086572;0.0158955
1.946;0.249429;0.374481;0.0865697;0.0158962
1.948;0.249416;0.374309;0.0865667;0.0158973
1.95;0.249402;0.374777;0.0865623;0.015898
1.952;0.249387;0.37499;0.0865559;0.015898
1.954;0.249366;0.374888;0.0865477;0.0158976
1.956;0.249337;0.374863;0.0865381;0.0158966
1.958;0.249301;0.374795;0.0865275;0.015895
1.96;0.249262;0.374955;0.0865165;0.0158928
1.962;0.249224;0.374941;0.0865054;0.0158902
1.964;0.249191;0.37373;0.0864944;0.0158873
1.966;0.249164;0.373617;0.0864838;0.0158842
1.968;0.249146;0.37598;0.0864737;0.0158811
1.97;0.249128;0.376654;0.0864649;0.0158781
1.972;0.24911;0.374495;0.0864575;0.0158752
1.974;0.249101;0.373512;0.0864508;0.0158727
1.976;0.2491;0.37426;0.0864467;0.0158709
1.978;0.249112;0.374695;0.086446;0.0158702
1.98;0.249134;0.374649;0.0864487;0.0158707
1.982;0.249131;0.374495;0.086455;0.0158721
1.984;0.249097;0.374508;0.0864635;0.0158742
1.986;0.249039;0.375399;0.0864711;0.0158763
1.988;0.248968;0.375661;0.0864756;0.0158774
1.99;0.248896;0.373792;0.0864771;0.0158772
1.992;0.248856;0.373118;0.0864729;0.0158762
1.994;0.24886;0.374877;0.0864638;0.0158744
1.996;0.248873;0.37551;0.0864536;0.0158721
1.998;0.248883;0.373951;0.0864424;0.0158696
2;0.248885;0.373214;0.0864314;0.0158671
2.002;0.248864;0.374431;0.0864219;0.0158649
2.004;0.248826;0.375334;0.0864149;0.0158638
2.006;0.248782;0.375034;0.0864108;0.015864
2.008;0.248734;0.374784;0.0864092;0.0158645
2.01;0.248696;0.374538;0.0864084;0.0158647
2.012;0.248689;0.373267;0.0864071;0.0158641
2.014;0.248698;0.373115;0.0864043;0.0158626
2.016;0.248712;0.376189;0.0864;0.0158604
2.018;0.248714;0.377191;0.0863952;0.0158585
2.02;0.248691;0.373604;0.0863903;0.0158572
2.022;0.248658;0.372036;0.0863855;0.0158566
2.024;0.248626;0.372929;0.0863818;0.0158569
2.026;0.248617;0.373566;0.0863799;0.0158582
2.028;0.248627;0.375321;0.0863802;0.0158604
2.03;0.248644;0.375951;0.0863834;0.0158631
2.032;0.248651;0.374217;0.0863887;0.015866
2.034;0.248629;0.373191;0.0863939;0.0158692
2.036;0.248586;0.373617;0.0863973;0.0158708
2.038;0.248535;0.373157;0.086399;0.0158704
2.04;0.248487;0.372866;0.0863958;0.0158689
2.042;0.248447;0.374392;0.0863875;0.0158661
2.044;0.248429;0.37664;0.0863769;0.0158628
2.046;0.248423;0.376272;0.0863654;0.0158595
2.048;0.248418;0.372638;0.0863553;0.0158562
2.05;0.248412;0.368587;0.0863473;0.0158543
2.052;0.248406;0.370278;0.0863431;0.0158537
2.054;0.2484;0.378927;0.0863433;0.0158537
2.056;0.248394;0.380122;0.0863463;0.0158547
2.058;0.24839;0.372693;0.0863518;0.0158565
2.06;0.248386;0.370074;0.0863586;0.0158587
2.062;0.248376;0.372589;0.0863649;0.0158609
2.064;0.248363;0.374144;0.0863695;0.0158628
2.066;0.248348;0.374118;0.0863722;0.0158643
2.068;0.248329;0.373765;0.0863719;0.0158649
2.07;0.248309;0.37366;0.0863679;0.0158646
2.072;0.248288;0.37374;0.0863613;0.0158636
2.074;0.248269;0.373798;0.086353;0.015862
2.076;0.248255;0.373823;0.086344;0.0158601
2.078;0.248247;0.373895;0.0863354;0.015858
2.08;0.248241;0.373896;0.086328;0.015856
2.082;0.248236;0.373645;0.0863221;0.0158545
2.084;0.248229;0.37352;0.0863174;0.0158536
2.086;0.248215;0.373504;0.0863153;0.0158536
2.088;0.248194;0.373444;0.0863156;0.0158543
2.09;0.248172;0.373566;0.086317;0.0158556
2.092;0.24815;0.374035;0.0863192;0.0158573
2.094;0.248131;0.374209;0.0863214;0.0158591
2.096;0.248106;0.373599;0.0863227;0.0158608
2.098;0.248076;0.373218;0.0863227;0.0158622
2.1;0.248057;0.372965;0.0863212;0.015863
2.102;0.248056;0.372955;0.0863182;0.0158637
2.104;0.248065;0.373947;0.0863147;0.0158645
2.106;0.24808;0.374326;0.0863117;0.015866
2.108;0.248091;0.373528;0.0863099;0.0158677
2.11;0.24808;0.373187;0.0863094;0.015869
2.112;0.248049;0.373372;0.0863077;0.0158695
2.114;0.248016;0.37343;0.0863032;0.0158687
2.116;0.247986;0.373514;0.0862954;0.0158665
2.118;0.247965;0.373551;0.0862838;0.0158634
2.12;0.247959;0.373427;0.08627;0.01586
2.122;0.247959;0.373415;0.0862557;0.0158569
2.124;0.247955;0.373601;0.0862426;0.0158542
2.126;0.247946;0.373644;0.0862313;0.0158518
2.128;0.247926;0.373504;0.086222;0.0158501
2.13;0.247904;0.37332;0.0862142;0.0158487
2.132;0.247894;0.373561;0.0862076;0.0158475
2.134;0.247892;0.373702;0.0862019;0.0158466
2.136;0.247895;0.372035;0.0861972;0.0158462
2.138;0.2479;0.371383;0.086194;0.0158463
2.14;0.247895;0.373572;0.0861929;0.015847
2.142;0.247874;0.377445;0.086194;0.0158481
2.144;0.247839;0.37719;0.0861968;0.0158495
2.146;0.247795;0.36877;0.0862004;0.0158509
2.148;0.247745;0.366983;0.0862037;0.0158521
2.15;0.247699;0.376362;0.0862056;0.0158531
2.152;0.247683;0.378763;0.086206;0.0158539
2.154;0.247691;0.372495;0.0862053;0.0158548
2.156;0.247705;0.370265;0.0862032;0.0158561
2.158;0.24772;0.372181;0.0861996;0.0158569
2.16;0.247731;0.374012;0.0861944;0.0158572
2.162;0.247728;0.373998;0.0861871;0.015857
2.164;0.247711;0.370671;0.0861777;0.0158559
2.166;0.247688;0.369682;0.0861669;0.0158542
2.168;0.247665;0.3733;0.0861555;0.0158521
2.17;0.247644;0.377867;0.086145;0.0158501
2.172;0.247627;0.376861;0.0861365;0.0158483
2.174;0.247614;0.368478;0.0861298;0.0158466
2.176;0.247598;0.373195;0.086126;0.0158454
2.178;0.247587;0.378234;0.0861251;0.0158448
2.18;0.247582;0.373709;0.0861263;0.0158444
2.182;0.247584;0.372277;0.0861286;0.0158441
2.184;0.247589;0.366443;0.0861304;0.0158436
2.186;0.247593;0.367255;0.086131;0.015843
2.188;0.247586;0.375642;0.0861303;0.0158429
2.19;0.247567;0.376553;0.0861294;0.0158435
2.192;0.247544;0.372689;0.086129;0.015845
2.194;0.247522;0.370705;0.0861292;0.015847
2.196;0.247499;0.371189;0.0861294;0.0158495
2.198;0.247474;0.372764;0.0861298;0.0158516
2.2;0.247442;0.373639;0.0861302;0.0158527
2.202;0.247408;0.373434;0.0861278;0.0158525
2.204;0.247372;0.372289;0.0861215;0.0158508
2.206;0.247344;0.371746;0.0861123;0.0158482
2.208;0.24734;0.372127;0.0861012;0.0158451
2.21;0.247346;0.372301;0.0860907;0.0158423
2.212;0.247355;0.371973;0.0860827;0.01584
2.214;0.247367;0.372314;0.0860772;0.0158383
2.216;0.247373;0.373522;0.086075;0.0158367
2.218;0.24737;0.373538;0.0860747;0.0158347
2.22;0.247364;0.372185;0.0860739;0.0158329
2.222;0.247364;0.371573;0.0860735;0.015832
2.224;0.247362;0.372423;0.0860748;0.0158328
2.226;0.247369;0.37262;0.0860775;0.0158353
2.228;0.247379;0.372182;0.0860811;0.0158395
2.23;0.24734;0.373268;0.0860851;0.0158426
2.232;0.247276;0.373608;0.0860844;0.0158435
2.234;0.247223;0.3722;0.0860766;0.0158422
2.236;0.247168;0.37191;0.086062;0.0158382
2.238;0.247122;0.372747;0.0860411;0.0158326
2.24;0.247109;0.372818;0.0860195;0.0158269
2.242;0.247117;0.372355;0.0860019;0.015822
2.244;0.247127;0.372239;0.0859891;0.0158177
2.246;0.247135;0.372153;0.0859839;0.0158152
2.248;0.247138;0.372269;0.0859868;0.0158141
2.25;0.247133;0.372843;0.0859942;0.0158135
2.252;0.24712;0.372863;0.0860039;0.0158136
2.254;0.247104;0.372672;0.0860137;0.0158143
2.256;0.247092;0.372561;0.0860224;0.0158156
2.258;0.247079;0.372132;0.0860295;0.0158172
2.26;0.247069;0.371047;0.0860344;0.0158189
2.262;0.247068;0.371076;0.0860372;0.0158204
2.264;0.247061;0.373097;0.0860385;0.0158223
2.266;0.247045;0.375506;0.0860398;0.0158252
2.268;0.247017;0.374824;0.0860422;0.0158281
2.27;0.246974;0.370807;0.0860427;0.0158302
2.272;0.246926;0.366675;0.0860383;0.0158306
2.274;0.246887;0.368182;0.0860284;0.0158287
2.276;0.246873;0.376488;0.0860133;0.0158251
2.278;0.246874;0.378085;0.0859955;0.0158207
2.28;0.246876;0.371341;0.0859779;0.0158163
2.282;0.246872;0.368685;0.0859622;0.0158124
2.284;0.246858;0.370965;0.0859492;0.0158092
2.286;0.246839;0.372385;0.0859391;0.0158065
2.288;0.24682;0.37277;0.0859318;0.0158041
2.29;0.246805;0.372507;0.0859262;0.0158023
2.292;0.246796;0.371218;0.0859234;0.0158011
2.294;0.246789;0.371062;0.0859235;0.0158004
2.296;0.246777;0.372571;0.0859253;0.0158002
2.298;0.24676;0.372991;0.0859286;0.0158004
2.3;0.246739;0.371887;0.0859325;0.0158007
2.302;0.246716;0.370848;0.0859362;0.0158011
2.304;0.246693;0.371117;0.0859389;0.0158012
2.306;0.246672;0.372705;0.0859403;0.0158009
2.308;0.24666;0.373042;0.0859402;0.0158004
2.31;0.246653;0.371741;0.0859389;0.0157997
2.312;0.246646;0.371128;0.085937;0.0157991
2.314;0.246638;0.371563;0.0859354;0.0157989
2.316;0.246633;0.371963;0.0859347;0.0157993
2.318;0.246634;0.371796;0.0859354;0.0158004
2.32;0.246619;0.371586;0.0859376;0.0158019
2.322;0.246594;0.371907;0.0859406;0.0158038
2.324;0.246566;0.371809;0.0859434;0.0158059
2.326;0.246531;0.371172;0.085946;0.0158073
2.328;0.246496;0.371051;0.0859459;0.0158079
2.33;0.246468;0.37129;0.0859423;0.0158078
2.332;0.24644;0.372031;0.0859355;0.0158066
2.334;0.246408;0.372686;0.0859248;0.0158042
2.336;0.24639;0.370837;0.0859107;0.0158006
2.338;0.246389;0.369631;0.0858955;0.0157963
2.34;0.246395;0.373144;0.0858821;0.015793
2.342;0.24641;0.37466;0.0858723;0.0157924
2.344;0.24643;0.370542;0.0858693;0.0157942
2.346;0.246426;0.368634;0.0858722;0.0157982
2.348;0.246399;0.370829;0.0858772;0.0158035
2.35;0.246358;0.372253;0.0858827;0.0158067
2.352;0.246304;0.372033;0.0858817;0.0158067
2.354;0.24625;0.37095;0.0858716;0.0158044
2.356;0.246207;0.370848;0.0858545;0.0157996
2.358;0.246178;0.372976;0.0858317;0.015794
2.36;0.246169;0.373359;0.0858083;0.0157888
2.362;0.246172;0.370489;0.0857894;0.0157843
2.364;0.246174;0.369469;0.0857767;0.0157812
2.366;0.246173;0.371288;0.0857685;0.0157796
2.368;0.24617;0.373603;0.0857662;0.015779
2.37;0.246159;0.373491;0.0857693;0.0157794
2.372;0.246142;0.370264;0.0857747;0.0157803
2.374;0.24612;0.365897;0.0857819;0.0157814
2.376;0.246096;0.366996;0.0857894;0.0157825
2.378;0.246075;0.37676;0.0857958;0.0157837
2.38;0.246059;0.378768;0.0858003;0.0157848
2.382;0.246048;0.368903;0.0858032;0.0157861
2.384;0.246037;0.365712;0.085804;0.0157876
2.386;0.246023;0.371296;0.0858017;0.0157888
2.388;0.246005;0.372987;0.085796;0.0157891
2.39;0.245985;0.370755;0.085787;0.0157887
2.392;0.245965;0.369667;0.0857749;0.0157872
2.394;0.245948;0.370221;0.0857603;0.015785
2.396;0.245935;0.372306;0.085745;0.0157826
2.398;0.245925;0.372815;0.0857309;0.01578
2.4;0.245914;0.370855;0.0857194;0.0157776
2.402;0.2459;0.367438;0.085711;0.0157757
2.404;0.245886;0.367973;0.0857049;0.0157744
2.406;0.245873;0.376334;0.0857013;0.0157742
2.408;0.245866;0.378001;0.0857007;0.0157754
2.41;0.245863;0.368329;0.0857027;0.0157778
2.412;0.245852;0.365526;0.0857063;0.0157808
2.414;0.245834;0.371752;0.0857097;0.0157836
2.416;0.245812;0.373656;0.0857114;0.0157853
2.418;0.245787;0.370846;0.08571;0.0157859
2.42;0.245766;0.371487;0.0857059;0.0157856
2.422;0.245759;0.372889;0.0857008;0.0157852
2.424;0.245756;0.370176;0.085696;0.0157856
2.426;0.245762;0.365024;0.0856921;0.0157872
2.428;0.245768;0.364976;0.0856895;0.0157892
2.43;0.245744;0.375301;0.0856878;0.0157909
2.432;0.245699;0.380011;0.0856852;0.0157917
2.434;0.245655;0.370219;0.0856786;0.0157901
2.436;0.245606;0.365785;0.0856657;0.0157862
2.438;0.245573;0.372974;0.0856471;0.0157811
2.44;0.245592;0.37012;0.0856275;0.0157764
2.442;0.245623;0.364486;0.0856126;0.0157733
2.444;0.245639;0.368128;0.0856039;0.0157724
2.446;0.24564;0.370998;0.0856022;0.015773
2.448;0.24561;0.375309;0.0856051;0.015773
2.45;0.245572;0.372966;0.0856066;0.0157717
2.452;0.245556;0.366141;0.0856043;0.0157694
2.454;0.245558;0.368649;0.085599;0.0157666
2.456;0.245573;0.371839;0.0855932;0.0157655
2.458;0.245588;0.371662;0.0855911;0.0157664
2.46;0.245571;0.371944;0.0855936;0.0157682
2.462;0.245533;0.371266;0.0855973;0.0157705
2.464;0.245497;0.369039;0.0856001;0.0157714
2.466;0.245468;0.370907;0.0855999;0.0157708
2.468;0.245451;0.374019;0.0855961;0.0157697
2.47;0.245443;0.368924;0.0855901;0.015768
2.472;0.245438;0.3662;0.085583;0.015766
2.474;0.245425;0.373053;0.0855757;0.0157639
2.476;0.245407;0.375252;0.0855693;0.0157618
2.478;0.245401;0.370228;0.085564;0.01576
2.48;0.245401;0.368267;0.0855595;0.0157586
2.482;0.2454;0.369925;0.0855572;0.0157577
2.484;0.245398;0.370224;0.085558;0.0157565
2.486;0.245405;0.370762;0.0855645;0.0157502
2.488;0.245403;0.372395;0.0855743;0.015734
2.49;0.245393;0.371305;0.085559;0.0157021
2.492;0.24474;0.368439;0.0853042;0.0157251
2.494;0.243702;0.376822;0.0849081;0.0161229
2.496;0.251137;0.404746;0.0875758;0.0174015
2.498;0.319051;0.533757;0.109226;0.0230117
2.5;0.379093;0.644527;0.128031;0.027693
